id,iron_mg,magnesium_mg,zinc_mg,vitamin_d_mcg,vitamin_c_mg,vitamin_b12_mcg
2708330,0.63,31,0.5,0,0,1.62
2708331,2.39,20,1.02,1.2,0,0.41
2708332,1.86,18,0.72,0.7,0,0.26
2708333,2.49,21,0.96,1.1,0,0.32
2708334,1.56,43,1.2,0.7,0,0.34
2708335,2.39,20,1.02,1.2,0,0.41
2708336,2.28,35,1.26,1.2,0.1,0.41
2708337,2.02,12,0.82,1.2,0,0.41
2708338,2.29,20,0.68,0.4,0,0.18
2708339,2.26,22,0.6,0,0,0
2708340,1.56,43,1.2,0.7,0,0.34
2708341,1.87,17,0.86,1.5,0,0.57
2708342,1.87,17,0.86,1.5,0,0.57
2708343,2.32,15,0.62,0,0,0
2708344,1.57,10,0.28,0.3,0,0.11
2708345,0.52,16,0.49,0,0.3,0
2708346,0.89,25,0.86,0,0.2,0
2708347,2.19,14,0.75,0,0.3,0
2708348,0.93,37,1.03,0,0,0
2708349,2.31,19,0.72,1.1,0,0.42
2708350,1.8,16,0.55,0.8,4.8,0.31
2708351,0.49,19,0.44,0,0,0
2708352,1.46,21,0.65,0.1,0,0.09
2708353,1.71,54,1.33,0,0,0
2708354,1.76,21,0.63,0,0,0
2708355,0.44,1,0.09,0,0,0
2708357,1.27,18,0.51,0,0,0
2708358,1.71,54,1.33,0,0,0
2708359,0.22,11,0.27,0,0,0
2708360,0.68,24,0.62,0,0,0
2708361,1.28,21,0.79,0.1,0,0
2708363,0.45,7,0.12,0,0,0
2708364,0.45,7,0.12,0,0,0
2708365,0.46,7,0.12,0,0,0
2708366,0.45,7,0.12,0,0,0
2708367,0.42,9,0.5,0.1,0,0.11
2708368,0.43,9,0.51,0.1,0,0.11
2708369,0.42,9,0.5,0.1,0,0.11
2708370,7.33,6,0.09,0,0,0
2708371,7.09,6,0.08,0.1,0,0
2708372,7.09,6,0.08,0.1,0,0
2708373,0.64,6,0.11,0,0,0
2708374,0.65,6,0.11,0,0,0
2708375,0.64,6,0.11,0,0,0
2708376,1.33,27,0.5,0,0,0
2708377,0.63,44,0.91,0,0,0
2708378,0.68,25,0.67,0,0.1,0.02
2708379,0.7,24,0.62,0,0.1,0.02
2708380,0.67,24,0.61,0,0,0
2708381,0.68,24,0.62,0,0,0
2708382,0.67,24,0.61,0,0,0
2708383,0.68,35,1.04,1.1,0.1,0.53
2708384,0.67,35,1.02,1.1,0.1,0.52
2708385,1,33,0.81,1,0,0.36
2708386,0.98,33,0.8,1,0,0.35
2708387,4.68,25,0.48,0,0,0
2708388,4.53,24,0.47,0.1,0,0
2708389,4.68,34,0.82,0.9,0.1,0.43
2708390,4.53,33,0.8,0.9,0.1,0.42
2708391,4.93,32,0.64,0.8,0,0.29
2708392,4.78,31,0.62,0.8,0,0.28
2708393,2.73,24,0.46,0,0,0
2708394,2.65,24,0.45,0.1,0,0
2708395,2.62,24,0.44,0,0,0
2708396,2.55,23,0.43,0.1,0,0
2708397,3.73,25,0.47,0,0,0
2708398,0.46,20,0.55,0,0,0
2708399,1.42,61,1.04,0.1,0,0
2708400,1.48,64,1.09,0,0,0
2708401,1.42,61,1.04,0.1,0,0
2708402,1.19,12,0.49,0,0,0
2708403,1.19,12,0.49,0,0,0
2708404,1.16,12,0.47,0,0,0
2708405,1.16,12,0.48,0,0,0
2708406,1.16,12,0.47,0.1,0,0
2708407,1.16,12,0.47,0,0,0
2708408,1.19,12,0.49,0,0,0
2708409,0.4,39,0.63,0,0,0
2708410,0.39,39,0.62,0,0,0
2708411,0.39,39,0.62,0,0,0
2708412,0.39,39,0.62,0.1,0,0
2708413,0.39,39,0.62,0,0,0
2708414,0.4,39,0.63,0,0,0
2708415,5.01,5,0.22,0,0,0
2708416,1.03,18,0.7,1.1,0,0.31
2708417,1.14,11,0.47,0,0,0
2708418,0.36,4,0.15,0,0,0
2708419,0.62,30,0.32,0,0,0
2708420,0.62,30,0.32,0,0,0
2708421,0.6,29,0.31,0.1,0,0
2708422,0.14,5,0.41,0,0,0
2708423,0.58,31,1.3,0,0,0
2708424,0.6,32,1.33,0,0,0
2708425,0.58,31,1.3,0,0,0
2708426,0.81,12,0.42,0,0,0
2708427,0.56,38,0.79,0,0,0
2708428,0.98,14,0.5,0.1,0,0
2708429,0.98,14,0.5,0.1,0,0
2708430,0.55,37,0.77,0,0,0
2708431,0.34,34,0.66,0.1,0,0
2708432,1.64,11,0.44,0,0,0
2708433,3.69,5,0.13,0,0,0
2708434,3.76,5,0.13,0,0,0
2708435,3.69,5,0.13,0,0,0
2708436,4.11,6,0.15,0,0,0
2708437,4.01,6,0.15,0,0,0
2708438,0.96,32,0.57,0,0,0
2708439,0.9,30,0.53,0.1,0,0
2708440,0.96,32,0.57,0,0,0
2708441,0.38,8,0.26,0,0,0
2708442,0.44,18,0.38,0,0,0
2708443,0.63,25,0.47,0,0,0
2708444,0.95,45,0.59,0,0,0
2708445,15.55,66,1.69,5,17.1,0.9
2708446,11.73,90,2.39,5,22.8,0.89
2708447,9.92,27,0.65,0,0,1.8
2708448,30.87,130,3.44,5,22.9,0.9
2708449,10.27,44,0.89,4.9,22.7,0.89
2708450,9.4,18,0.7,5,22.8,0.89
2708451,9.56,28,0.91,4.9,0,0.89
2708452,28.47,28,0.65,5,23.2,0.91
2708453,28.01,29,0.6,5,0,1.8
2708454,27.99,28,0.64,5,22.8,0.89
2708455,26.69,21,1.09,4.9,0,1.76
2708456,28.1,29,0.93,5,23.1,1.81
2708457,27.72,29,0.91,0,0,0
2708458,9.12,14,0.74,4.9,0,0.88
2708459,9.68,21,0.48,5,22.8,0.89
2708460,0.15,14,0.74,5,22.9,1.79
2708461,3.07,106,2.57,0,0.1,0
2708462,28.22,41,1.06,5,0,1.79
2708463,9.8,23,0.52,5,23,0.9
2708464,11.73,90,2.39,5,22.8,0.89
2708465,10.96,52,1.58,0,0,0
2708466,30.08,109,2.88,0,0,0.89
2708467,11.73,84,2.22,5.1,23.3,0.91
2708468,46.58,77,2.01,4.9,22.6,5.89
2708469,9.85,28,0.79,4.9,0.3,0.88
2708470,26.87,21,1.09,4.9,22.6,0.88
2708471,29.31,26,1.4,5,22.8,0.89
2708472,26.99,21,0.84,4.9,22.5,0.88
2708473,9.61,21,0.54,4.9,0,0.89
2708474,9.9,21,0.45,5.1,0,0.92
2708475,21.3,110,2.91,5,22.9,0.89
2708476,27.83,31,1,5,22.8,0.89
2708477,9.09,320,16.67,0,6,0
2708478,0.86,36,1.2,0,0,0
2708479,1.17,36,1.14,0,0,0
2708480,27.62,30,0.96,4.9,22.7,0.89
2708481,16.06,50,1.31,5,14.3,1.23
2708482,29.44,80,2.02,5,11.4,1.35
2708483,4.92,18,0.61,5,22.9,1.34
2708484,9.92,36,0.9,4.9,11.4,0.89
2708485,10.25,37,0.86,5,22.9,0.89
2708486,19.98,66,1.73,5,11.4,1.34
2708487,10.75,54,1.42,5,0,0.9
2708488,10.57,611,7.27,0,0,0
2708489,4.25,138,3.64,0,0,0
2708490,12.27,109,2.88,0,0,0
2708505,0.92,33,1.6,0.8,3.4,0.5
2708506,1.24,42,1.82,0,2.6,0.41
2708507,1.61,35,3.56,0,0,1.27
2708508,1.82,20,1.26,0,3.1,0.38
2708509,1.59,20,0.71,0,3.1,0.1
2708510,1.8,23,0.58,0,3.2,0.05
2708511,1.59,19,1.15,0,2.9,0.34
2708512,1.4,19,0.67,0,2.8,0.09
2708513,1.58,21,0.56,0,2.9,0.05
2708514,1.65,36,3.57,0,0,1.27
2708515,1.61,35,3.56,0,0,1.27
2708516,1.43,41,2.25,0,0.2,0.66
2708517,1.25,37,2.9,0.6,0,0.5
2708518,1.25,41,1.92,0.3,0.2,0.28
2708519,0.8,39,1.27,0.1,0,0.2
2708520,1.02,42,1.1,0,0.2,0.13
2708521,1.24,46,0.94,0,0.5,0.06
2708522,2.57,19,3.33,0,0,1.27
2708523,2.39,24,2.02,0,0.2,0.67
2708524,2.21,21,2.67,0.6,0,0.5
2708525,2.21,25,1.68,0.3,0.2,0.28
2708526,1.76,23,1.03,0.1,0,0.21
2708527,1.98,26,0.86,0,0.2,0.13
2708528,2.2,30,0.7,0,0.5,0.06
2708529,1.14,40,0.73,2.5,0.5,1.12
2708530,1.69,36,3.57,0,0,1.27
2708531,1.5,41,2.19,0,0.2,0.64
2708532,1.3,47,0.81,0,0.5,0
2708533,0.76,54,2.18,0.1,0,0.48
2708534,2.38,25,1.8,0,0.2,0.57
2708535,2.79,20,2.26,0,0,0.79
2708536,2.31,18,1.78,0,0,0.57
2708537,2.38,25,1.8,0,0.2,0.57
2708538,2.34,21,1.79,0,0.1,0.57
2708539,2.58,21,1.85,0.4,0,0.32
2708540,2.16,18,1.5,0.2,0,0.24
2708541,2.23,25,1.52,0.2,0.2,0.24
2708542,2.19,22,1.51,0.2,0.1,0.24
2708543,2.31,22,0.87,0,0,0.15
2708544,1.97,19,0.81,0,0,0.12
2708545,2.04,26,0.84,0,0.2,0.12
2708546,2,23,0.82,0,0.1,0.12
2708547,2.51,40,0.72,0,0.2,0
2708548,2.39,40,0.85,0,0.2,0.06
2708549,2.23,28,0.75,0,0.1,0.06
2708550,2.93,19,2.19,0,0,0.77
2708551,2.43,17,1.69,0,0,0.54
2708552,2.5,25,1.72,0,0.3,0.54
2708553,2.46,21,1.7,0,0.1,0.54
2708554,2.2,24,1.71,0.1,0,0.48
2708555,0.93,23,1.02,0.1,0.2,0.2
2708556,1.67,17,4.53,0.1,0,1.84
2708557,1.43,15,2.61,0,0,0.95
2708558,1.55,26,2.65,0,0.4,0.95
2708559,1.49,21,2.63,0,0.2,0.95
2708560,0.54,22,1.31,0.1,0,0.34
2708561,0.87,17,1,0.1,0,0.2
2708562,0.98,29,1.04,0.1,0.4,0.2
2708563,0.93,23,1.02,0.1,0.2,0.2
2708564,1.63,50,1.05,0,0.4,0.09
2708565,0.86,34,1.14,0,0.2,0.2
2708566,1.14,32,1.94,0,0.2,0.57
2708567,1.01,33,1.71,0.2,0.2,0.3
2708568,0.86,34,1.14,0,0.2,0.2
2708569,1.01,36,1.02,0,0.4,0.15
2708570,0.87,26,1.2,0.3,16.4,0.12
2708571,0.87,26,1.2,0.3,16.4,0.12
2708572,0.87,26,1.2,0.3,16.4,0.12
2708573,0.87,26,1.2,0.3,16.4,0.12
2708574,0.53,29,0.62,0.4,0.2,0
2708575,0.87,26,1.2,0.3,16.4,0.12
2708576,1.11,31,1.52,0,0,0.42
2708577,0.88,32,0.74,0,0,0.06
2708578,1.34,29,2.31,0,0,0.78
2708579,1.36,30,1.88,0,0.2,0.58
2708580,0.86,31,0.92,0.1,0,0.13
2708581,1,32,0.84,0,0.2,0.1
2708582,1.06,33,0.69,0,0.3,0.04
2708583,2.16,33,1.78,0.1,0,0.46
2708584,2.05,34,0.87,0,0.4,0.1
2708585,2.6,26,3.82,0.1,0,1.44
2708586,2.32,30,2.34,0,0.2,0.77
2708587,2.55,18,2.05,0,0,0.72
2708588,2.19,36,0.77,0,0.2,0.05
2708589,2.11,20,0.79,0,0,0.13
2708590,2.05,23,1.69,0.1,0,0.45
2708591,2.05,23,1.69,0.1,0,0.45
2708592,2.58,21,2.29,0,0,0.78
2708593,2.18,23,1.16,0.1,0,0.25
2708594,2.06,19,0.88,0,17.8,0.18
2708595,2.32,20,1.58,0,8.9,0.48
2708596,2.12,21,1.02,0,8.9,0.21
2708597,2.28,16,1.06,1.5,0,0.52
2708598,2.22,17,1.12,1.5,0,0.53
2708599,1.64,40,1.65,0.1,0,0.35
2708600,2.19,38,2.27,0,0,0.66
2708601,1.81,40,1.18,0,0,0.16
2708602,2.71,18,0.84,0.8,0,0.3
2708603,1.73,18,1.74,0,23.9,0.51
2708604,1.47,18,0.73,0,23.9,0.12
2708605,2,18,2.74,0,23.9,0.91
2708606,1.32,19,0.61,0,23.9,0.38
2708607,1.32,14,0.28,0,47.8,0
2708608,0.56,36,1.87,1.2,0,0.45
2708609,1.46,54,0.94,0.7,0.1,0.28
2708610,1.01,38,1.62,0.7,0.1,0.28
2708611,1.24,46,1.28,0.7,0.1,0.28
2708612,2.14,24,1.49,0,0.1,0.62
2708613,2.27,23,1.32,0,1.2,0.78
2708614,2.48,24,1.34,0,1.4,0.42
2708615,2.48,24,1.34,0,1.4,0.42
2708616,2.48,24,1.34,0,1.4,0.42
2708617,2.48,23,1.27,0,1.2,0.35
2708618,2.04,22,1.49,0,3.1,0.4
2708619,2.58,46,1.9,0,0.2,1.8
2708620,2.53,51,1.97,0,0,1.49
2708621,2.63,40,1.83,0,0.4,2.1
2708622,2.35,24,1.47,0,1.3,0.45
2708623,2.37,23,1.38,0,1.1,0.38
2708624,2.04,21,1.18,0,5.1,0.68
2708625,2.14,22,1.24,0,3.3,0.73
2708626,2.18,22,1.18,0,5.9,0.36
2708627,2.26,23,1.22,0,4.8,0.38
2708628,2.24,22,1.15,0,4.8,0.31
2708629,2.3,20,1.05,0,5.9,0.31
2708630,2.34,21,1.11,0,4.9,0.33
2708631,2.39,21,1.13,0,3.5,0.3
2708632,2.06,22,1.13,0,9.2,0.35
2708633,2.16,23,1.18,0,7.4,0.36
2708634,2.19,22,1.13,0,6.7,0.31
2708635,2.1,24,1.53,0.1,0.1,0.65
2708636,2.17,23,1.45,0.1,0.6,0.72
2708637,2.24,23,1.36,0,1.2,0.8
2708638,2.52,24,1.4,0,0.9,0.5
2708639,2.52,24,1.4,0,0.9,0.5
2708640,2.52,24,1.4,0,0.9,0.5
2708641,2.55,23,1.35,0,0.7,0.51
2708642,1.97,22,1.58,0.1,2.8,0.49
2708643,2.74,51,2.51,0,0,2.16
2708644,2.64,46,2.22,0,0.1,1.68
2708645,2.53,41,1.93,0,0.2,1.19
2708646,2.08,24,1.55,0.1,0.1,0.65
2708647,2.15,23,1.46,0.1,0.6,0.72
2708648,2.22,23,1.37,0,1.1,0.79
2708649,2.41,24,1.32,0,1.7,0.48
2708650,2.41,24,1.32,0,1.7,0.48
2708651,2.41,24,1.32,0,1.7,0.48
2708652,2.45,23,1.26,0,1,0.49
2708653,1.97,22,1.58,0.1,2.8,0.46
2708654,2.15,38,2.06,0,0.5,1.26
2708655,2.09,52,2.53,0,0.6,2.18
2708656,2.21,23,1.6,0,0.4,0.34
2708657,2.21,23,1.83,0.2,1,0.66
2708658,2.28,24,1.7,0.1,1.1,0.6
2708659,2.28,23,1.64,0.1,1,0.54
2708660,1.36,25,1.71,0,3.4,0.62
2708661,1.36,25,1.71,0,3.4,0.62
2708662,1.36,25,1.71,0,3.4,0.62
2708663,2.19,22,1.58,0.1,5,0.54
2708664,2.26,23,1.51,0,4.1,0.51
2708665,2.35,22,1.38,0,2.9,0.41
2708666,2.21,21,1.42,0,5.7,0.47
2708667,2.29,21,1.34,0,4.3,0.4
2708668,2.28,22,1.4,0,4.7,0.46
2708669,1.98,22,1.27,0.1,6.9,0.41
2708670,2.07,22,1.29,0.1,5.9,0.41
2708671,2.16,22,1.24,0,4.8,0.36
2708672,2.08,31,1.14,0,3.9,0.28
2708673,2.2,28,1.14,0,3,0.27
2708674,2.75,18,0.79,0.2,8.4,0.2
2708675,3.02,18,0.75,0.1,6.2,0.14
2708676,1.91,24,1.45,0.1,0.1,0.3
2708677,2.23,24,1.32,0.1,0.1,0.24
2708678,1.99,21,1.2,0.1,4.9,0.24
2708679,2.24,22,1.13,0.1,4.1,0.2
2708680,1.8,23,1.63,0.3,0.1,0.45
2708681,2.09,23,1.49,0.3,0.1,0.37
2708682,1.62,21,1.46,0.3,4.4,0.4
2708683,1.91,22,1.35,0.2,3.7,0.33
2708684,2.12,26,2.32,0.3,0,0.45
2708685,2.64,22,2,0.3,0,0.53
2708686,1.9,21,0.77,0,0,0.27
2708687,2.4,54,1.74,0.1,0.3,0.24
2708688,2.73,58,1.65,0.1,0.2,0.19
2708689,2.19,48,1.87,0.3,0.3,0.4
2708690,2.51,52,1.77,0.2,0.2,0.33
2708691,2.38,45,1.43,0.1,5.1,0.19
2708692,2.67,50,1.41,0.1,4.2,0.16
2708693,1.59,16,1.24,0.1,0.3,0.24
2708694,1.81,15,1.08,0.1,0.2,0.19
2708695,1.54,17,1.46,0.3,0.3,0.4
2708696,1.73,16,1.29,0.2,0.2,0.33
2708697,1.74,15,1.02,0.1,5.1,0.19
2708698,1.89,14,0.93,0.1,4.2,0.16
2708699,2.11,23,1.62,0.5,0,0.4
2708700,1.86,22,0.42,0,6.3,0
2708701,1.7,22,0.5,0,5.7,0.11
2708702,1.84,22,0.86,0.1,5.7,0.09
2708703,1.74,22,0.54,0,5.7,0.03
2708704,0.58,32,0.64,0,7.5,0.19
2708705,0.79,22,1.77,0.2,8.8,0.28
2708706,0.79,22,1.77,0.2,7,0.28
2708707,2.37,29,0.68,0.2,0.5,0.23
2708708,0.62,18,1.39,0.2,6.9,0.22
2708709,1.62,18,1.14,0,3.5,0.32
2708710,1.63,27,0.67,0,3.2,0.05
2708711,2.04,18,2.3,0,1.3,0.82
2708712,1.62,18,1.14,0,3.5,0.32
2708713,1.53,20,0.85,0,1.3,0.15
2708714,1.45,18,0.65,0,3.5,0.09
2708715,2.75,23,0.75,0.1,0,0.05
2708716,1.25,44,1.89,0,0.9,0.55
2708717,2.87,26,0.53,0.3,0,1.1
2708718,0.92,13,0.62,0.2,10.6,0.16
2708719,1.36,17,1.77,0.8,0.8,0.8
2708720,1.26,16,0.44,0,5.3,0.08
2708721,0.86,12,1,0.7,0,0.31
2708722,0.83,12,0.24,0.2,1.9,0.06
2708723,2.55,16,0.68,1.3,0,0.3
2708724,2.86,20,0.9,0.2,0.2,0.17
2708725,2.63,23,0.58,0.1,0.3,0
2708726,0.98,14,1.09,0.3,0,0.47
2708727,2.84,18,0.82,0.5,0,0.21
2708728,2.34,18,1.32,0.8,0,0.43
2708729,1.25,48,0.94,0.3,9.4,0.25
2708730,2.16,16,0.43,0.1,0.4,0.1
2708731,1.01,20,1.85,1.1,0.4,0.7
2708732,1.08,39,1.39,0.9,4.3,0.49
2708733,1,17,1.6,1.2,0.5,0.62
2708734,1.88,22,1.26,0.2,0.4,0.39
2708735,1.72,16,0.52,0,4.5,0.02
2708736,2.11,18,1.83,0,2.1,0.58
2708737,1.87,19,0.88,0.1,2.4,0.15
2708738,1.88,22,1.26,0.2,0.4,0.39
2708739,1.91,22,1.18,0.1,0.4,0.33
2708740,1.73,20,0.75,0,2.1,0.08
2708741,1.66,20,0.53,0.5,2.1,0.46
2708742,1.72,20,0.74,0,3.2,0.08
2708743,2.4,20,1,0.7,0,0.28
2708744,1.01,12,0.66,0.2,0,0.3
2708745,1.04,15,0.94,0.6,0,0.29
2708746,2.48,15,1.03,0.7,3.2,1.64
2708747,2.42,18,10.02,0.4,1.8,1.95
2708748,2.58,17,1.06,0.4,2.9,1.42
2708749,1.95,17,0.93,0.6,1.2,0.24
2708750,0.73,20,0.89,0,4.4,0.83
2708751,1.09,12,0.39,0,0,0.15
2708753,0.9,22,2.11,0.2,3,0.62
2708754,0.65,18,0.79,0,4.1,0.74
2708755,0.96,26,2.06,0.2,1.3,0.6
2708756,0.85,25,1.78,0.2,0.7,0.48
2708757,0.86,27,1.75,0.2,1.3,0.46
2708758,1.27,21,0.91,0,13.7,0.57
2708759,0.76,26,1.5,0.2,3.5,0.35
2708760,2.04,15,1.52,0.5,0.1,0.64
2708761,1.6,14,1.04,0.3,2.1,0.41
2708762,1.4,14,1.18,0.7,0.1,0.58
2708763,2.29,15,2.28,0.4,0.1,0.93
2708764,2.01,16,1.6,0.3,2.8,0.61
2708765,1.09,12,0.39,0,0,0.15
2708766,1.63,14,1.81,0.6,0.1,0.82
2708767,1.69,15,0.62,0.5,0,0.41
2708768,0.82,18,0.38,0.1,2.5,0.12
2708769,0.74,15,0.36,0,0,0.03
2708770,1.43,15,0.85,0.3,1.9,0.35
2708771,1.14,14,0.55,0.7,0.1,0.43
2708772,1.86,31,0.6,0.5,4.4,0.22
2708773,1.26,25,0.55,0.8,3,0.3
2708774,1.66,27,0.51,0.3,5.3,0.16
2708775,1.48,19,1.06,0.5,0,0.58
2708776,1.33,18,0.81,0.4,1.9,0.4
2708777,1.41,18,1.17,0.3,1.8,0.55
2708778,1.42,25,0.65,0.3,4,0.31
2708779,1.66,19,0.97,0.5,0,0.53
2708780,1.43,17,0.72,0.4,2.1,0.36
2708781,1.72,20,1.15,0.3,2.9,0.52
2708782,1.95,35,1,0.5,4.3,0.41
2708783,1.86,20,0.8,0.3,3.3,0.2
2708784,2.04,22,0.94,0.4,3.8,0.71
2708785,1.19,19,0.79,0.2,1.5,0.24
2708786,0.93,17,0.51,0.1,7.8,0.08
2708787,0.82,16,0.51,0,0.9,0.06
2708788,0.66,12,0.48,0.1,0.6,0.08
2708789,1.42,13,0.52,0.4,0.2,0.24
2708790,1.83,15,1.15,0.8,0,0.52
2708791,1.17,14,0.53,0.7,0.2,0.31
2708792,0.86,14,0.78,0,0,0.12
2708793,1.22,26,0.63,0.2,3.7,0.14
2708794,2.06,22,0.89,0.8,2.1,0.39
2708795,1.51,35,0.57,0.2,5.8,0.28
2708796,0.45,11,0.69,0.1,3.1,0.15
2708797,0.29,6,0.22,0,3.8,0
2708798,1.07,14,0.36,0.1,1.7,0
2708799,1.07,14,0.36,0.1,1.7,0
2708800,0.91,19,0.63,0.1,1.3,0.35
2708801,1.07,17,0.79,0.2,1.5,0.14
2708802,1.43,14,1.19,0.1,1.4,0.4
2708803,1,16,0.61,0.1,1.4,0.07
2708804,0.68,25,0.69,0.2,4.8,0.14
2708805,1.17,29,0.66,0.2,5.1,0.08
2708806,0.68,25,0.69,0.2,4.8,0.14
2708807,0.61,27,0.65,0.2,4.9,0.33
2708808,0.96,24,1.22,0.2,5,0.34
2708809,0.99,18,2.39,0.3,0,0.43
2708810,1.11,18,0.53,0.8,0.2,0.6
2708811,1.06,20,1.08,0.5,0,0.27
2708813,0.64,15,0.43,0.2,0.2,0.28
2708814,0.9,9,0.45,0,0,0.15
2708815,0.67,15,0.36,0,0,0.22
2708816,0.44,11,0.48,0.2,0,0.17
2708817,0.86,17,0.48,0.4,0.1,0.74
2708818,1.27,17,2.39,0.2,0.1,1.06
2708819,0.97,12,1.63,0.4,0.2,0.57
2708820,0.58,14,0.38,0.2,2.9,0.23
2708821,0.76,14,0.77,0.4,0.1,0.39
2708822,0.81,14,0.56,0.6,0.1,0.36
2708823,0.69,18,0.85,0.2,0.1,0.32
2708824,1.28,38,1.48,0.5,0,0.3
2708825,1.5,15,1.2,0.3,1.7,0.49
2708826,0.9,18,0.45,0,1.2,0.05
2708827,1.04,18,0.46,0,8.2,0
2708828,1.19,18,0.9,0,0.8,0.24
2708829,1.26,37,0.79,0,1,0
2708830,0.97,17,0.33,0,0.9,0
2708831,1.04,18,0.36,0,1,0
2708832,1.02,18,0.35,0,0.9,0
2708833,0.93,16,0.35,0,5.4,0
2708834,1,18,0.38,0,5.8,0
2708835,0.98,17,0.37,0,5.7,0
2708836,1.38,35,1.33,0,0.9,0.27
2708837,1.12,17,0.84,0,0.7,0.23
2708838,1.19,18,0.9,0,0.8,0.24
2708839,1.17,18,0.88,0,0.8,0.24
2708840,1.08,17,0.85,0,4.4,0.23
2708841,1.16,18,0.92,0,4.7,0.25
2708842,1.13,18,0.9,0,4.6,0.24
2708843,0.99,17,0.51,0,0.7,0.09
2708844,1.06,19,0.55,0,0.8,0.1
2708845,1.04,18,0.54,0,0.8,0.1
2708846,0.96,17,0.52,0,4.4,0.09
2708847,1.02,19,0.57,0,4.7,0.1
2708848,1,18,0.55,0,4.6,0.1
2708849,1.11,18,0.44,0,0.9,0.81
2708850,1.19,19,0.47,0,1,0.87
2708851,1.16,19,0.46,0,0.9,0.86
2708852,1.08,18,0.45,0,4.5,0.81
2708853,1.15,19,0.48,0,4.9,0.88
2708854,1.13,19,0.47,0,4.8,0.86
2708855,0.64,10,0.37,0.2,0.1,0.03
2708856,0.68,11,0.4,0.3,0.1,0.03
2708857,0.66,11,0.4,0.2,0.1,0.03
2708858,0.67,12,0.38,0.2,4.7,0.02
2708859,0.72,13,0.41,0.2,5.1,0.03
2708860,0.7,12,0.4,0.2,5,0.03
2708861,0.84,12,0.87,0.2,0.1,0.25
2708862,0.9,13,0.94,0.2,0.1,0.27
2708863,0.88,13,0.92,0.2,0.1,0.26
2708864,0.87,13,0.87,0.1,3.9,0.24
2708865,0.93,14,0.95,0.2,4.2,0.27
2708866,0.91,14,0.92,0.2,4.1,0.26
2708867,0.72,12,0.54,0.2,0.1,0.11
2708868,0.76,13,0.59,0.2,0.1,0.12
2708869,0.75,13,0.57,0.2,0.1,0.12
2708870,0.75,13,0.55,0.2,3.9,0.11
2708871,0.8,14,0.59,0.2,4.2,0.12
2708872,0.78,14,0.58,0.2,4.1,0.12
2708873,0.83,13,0.47,0.2,0.2,0.83
2708874,0.89,14,0.5,0.2,0.3,0.9
2708875,0.87,14,0.49,0.2,0.2,0.88
2708876,0.86,14,0.47,0.1,4,0.83
2708877,0.92,15,0.51,0.2,4.4,0.9
2708878,0.91,15,0.5,0.2,4.3,0.88
2708879,1.18,34,0.73,0,0.9,0
2708880,1.27,37,0.79,0,1,0
2708881,1.24,36,0.77,0,0.9,0
2708882,1.14,34,0.75,0,5.4,0
2708883,1.22,36,0.81,0,5.8,0
2708884,1.2,36,0.79,0,5.7,0
2708885,1.33,34,1.24,0,0.7,0.23
2708886,1.42,37,1.33,0,0.8,0.24
2708887,1.39,36,1.3,0,0.8,0.24
2708888,1.29,34,1.25,0,4.4,0.23
2708889,1.38,37,1.35,0,4.7,0.25
2708890,1.36,36,1.32,0,4.6,0.24
2708891,1.2,35,0.91,0,0.7,0.09
2708892,1.29,37,0.98,0,0.8,0.1
2708893,1.26,37,0.96,0,0.8,0.1
2708894,1.17,34,0.92,0,4.4,0.09
2708895,1.25,37,1,0,4.7,0.1
2708896,1.23,36,0.98,0,4.6,0.1
2708897,1.32,35,0.83,0,0.9,0.81
2708898,1.41,38,0.9,0,1,0.87
2708899,1.39,37,0.88,0,0.9,0.86
2708900,1.29,35,0.85,0,4.5,0.81
2708901,1.38,38,0.92,0,4.9,0.88
2708902,1.35,37,0.9,0,4.8,0.86
2708903,0.84,28,0.77,0.2,0.1,0.03
2708904,0.9,30,0.84,0.3,0.1,0.03
2708905,0.89,29,0.82,0.2,0.1,0.03
2708906,0.88,29,0.78,0.2,4.7,0.02
2708907,0.95,31,0.84,0.2,5.1,0.03
2708908,0.93,31,0.83,0.2,5,0.03
2708909,1.05,29,1.26,0.2,0.1,0.25
2708910,1.12,31,1.37,0.2,0.1,0.27
2708911,1.1,31,1.34,0.2,0.1,0.26
2708912,1.08,30,1.27,0.1,3.9,0.24
2708913,1.16,32,1.38,0.2,4.2,0.27
2708914,1.14,32,1.35,0.2,4.1,0.26
2708915,0.93,30,0.94,0.2,0.1,0.11
2708916,0.99,32,1.02,0.2,0.1,0.12
2708917,0.97,31,1,0.2,0.1,0.12
2708918,0.96,31,0.95,0.2,3.9,0.11
2708919,1.03,33,1.02,0.2,4.2,0.12
2708920,1.01,32,1,0.2,4.1,0.12
2708921,1.04,30,0.86,0.2,0.2,0.83
2708922,1.12,33,0.94,0.2,0.3,0.9
2708923,1.1,32,0.92,0.2,0.2,0.88
2708924,1.08,31,0.87,0.1,4,0.83
2708925,1.15,34,0.94,0.2,4.4,0.9
2708926,1.13,33,0.92,0.2,4.3,0.88
2708927,1.73,30,0.62,0,0.7,0
2708928,0.9,14,0.45,0.2,0.1,0.02
2708929,1.07,16,0.5,0.4,0,0.58
2708930,0.41,7,0.21,0.1,0.4,0
2708931,1.49,14,1.05,0.1,4.3,0.3
2708932,1.01,14,0.41,0,1.8,0.02
2708933,0.99,14,0.39,0,1.8,0
